GeneId	GeneName	GOIds	GoNames	Type
MGI:MGI:2660712	Olfr147	GO:0004930|GO:0005549|GO:0007186|GO:0007165|GO:0007608|GO:0016020|GO:0016021|GO:0004871|GO:0004984|GO:0005886|GO:0050896	G-protein coupled receptor activity|odorant binding|G-protein coupled receptor signaling pathway|signal transduction|sensory perception of smell|membrane|integral component of membrane|signal transducer activity|olfactory receptor activity|plasma membrane|response to stimulus	GA_x6K02T2PVTD-32098059-32099003|M3|MOR164-1	protein
MGI:MGI:2660711	Olfr146	GO:0004930|GO:0005549|GO:0007186|GO:0007165|GO:0007608|GO:0016020|GO:0016021|GO:0004871|GO:0004984|GO:0005886|GO:0050896	G-protein coupled receptor activity|odorant binding|G-protein coupled receptor signaling pathway|signal transduction|sensory perception of smell|membrane|integral component of membrane|signal transducer activity|olfactory receptor activity|plasma membrane|response to stimulus	GA_x6K02T2PVTD-32715386-32714466|M15|MOR171-10	protein
MGI:MGI:3527447	Taar7f	GO:0004930|GO:0007606|GO:0007186|GO:0007165|GO:0016020|GO:0016021|GO:0001594|GO:0004871|GO:0005886|GO:0008227	G-protein coupled receptor activity|sensory perception of chemical stimulus|G-protein coupled receptor signaling pathway|signal transduction|membrane|integral component of membrane|trace-amine receptor activity|signal transducer activity|plasma membrane|G-protein coupled amine receptor activity		protein
MGI:MGI:3527445	Taar7e	GO:0004930|GO:0007186|GO:0007165|GO:0016020|GO:0016021|GO:0001594|GO:0004871|GO:0005886|GO:0008227	G-protein coupled receptor activity|G-protein coupled receptor signaling pathway|signal transduction|membrane|integral component of membrane|trace-amine receptor activity|signal transducer activity|plasma membrane|G-protein coupled amine receptor activity	LOC276742	protein
MGI:MGI:3527443	Taar7d	GO:0004930|GO:0007186|GO:0007165|GO:0016020|GO:0016021|GO:0001594|GO:0004871|GO:0005886|GO:0008227	G-protein coupled receptor activity|G-protein coupled receptor signaling pathway|signal transduction|membrane|integral component of membrane|trace-amine receptor activity|signal transducer activity|plasma membrane|G-protein coupled amine receptor activity		protein
MGI:MGI:88276	Ctnnb1	GO:0060484|GO:0016525|GO:0060485|GO:0034750|GO:0000979|GO:0000978|GO:0003690|GO:0022405|GO:0051091|GO:0043588|GO:0044798|GO:0051884|GO:0045892|GO:0048489|GO:0001701|GO:0001822|GO:0045893|GO:0046982|GO:0001702|GO:0001944|GO:1990403|GO:0001706|GO:0001708|GO:1904173|GO:0001709|GO:0030027|GO:0070602|GO:0019901|GO:0019903|GO:0007268|GO:0003340|GO:0043234|GO:1904501|GO:0061324|GO:0044325|GO:0003223|GO:0005886|GO:0060479|GO:0005634|GO:0030018|GO:0003338|GO:0005515|GO:2000008|GO:0001711|GO:0060916|GO:0071363|GO:0034613|GO:0043123|GO:0044212|GO:0044334|GO:0045669|GO:0043005|GO:0044336|GO:0045667|GO:1990791|GO:0070062|GO:0060947|GO:0045670|GO:0045671|GO:0072001|GO:0035257|GO:2000017|GO:0019900|GO:0035255|GO:0033077|GO:0060492|GO:1904888|GO:0003682|GO:0005622|GO:0003677|GO:0071260|GO:0005856|GO:0005737|GO:1990314|GO:2000144|GO:0098609|GO:2001234|GO:0071944|GO:0060440|GO:0060441|GO:0016328|GO:0008022|GO:1904499|GO:0051291|GO:0045603|GO:0045294|GO:0005667|GO:0001501|GO:0045177|GO:0045296|GO:0070369|GO:0016331|GO:0050998|GO:0019827|GO:0030182|GO:0002052|GO:0002053|GO:0060439|GO:0010909|GO:1904948|GO:0003266|GO:0045976|GO:0051973|GO:0071681|GO:0030856|GO:0001085|GO:0030858|GO:0010468|GO:0032355|GO:0014704|GO:0030054|GO:0016323|GO:0034097|GO:1990909|GO:0061550|GO:0007399|GO:0045743|GO:0007155|GO:0042475|GO:0007398|GO:0001840|GO:1990226|GO:0031253|GO:0031016|GO:1990907|GO:0007160|GO:0036023|GO:0042129|GO:0014010|GO:0061549|GO:0048469|GO:1901215|GO:0008134|GO:0035050|GO:0042127|GO:0048471|GO:0070491|GO:0048599|GO:0030154|GO:0032212|GO:0032331|GO:0097718|GO:0043627|GO:0009950|GO:0048513|GO:0060769|GO:0000578|GO:0022009|GO:0002089|GO:0009954|GO:0009953|GO:0009948|GO:0048643|GO:0043198|GO:0061047|GO:0000904|GO:0072182|GO:0072054|GO:0005912|GO:0072053|GO:0005911|GO:0005913|GO:0030539|GO:1990138|GO:0005916|GO:0031069|GO:0034333|GO:0048096|GO:0008283|GO:0021819|GO:0034332|GO:0090279|GO:0008285|GO:0030097|GO:0008284|GO:0061198|GO:0060789|GO:0045944|GO:0043525|GO:0048538|GO:0007507|GO:0048660|GO:0001764|GO:0003700|GO:0051145|GO:0033234|GO:0043410|GO:0007403|GO:0030877|GO:0030997|GO:0031965|GO:0003713|GO:0001658|GO:0072079|GO:0016342|GO:0071664|GO:0034394|GO:0045202|GO:1903204|GO:0048715|GO:0001102|GO:0042733|GO:0030901|GO:0030900|GO:0030902|GO:0045453|GO:0005829|GO:0016055|GO:0032403|GO:0051569|GO:0035115|GO:0035116|GO:0035112|GO:0050808|GO:0042981|GO:0004871|GO:0060038|GO:0030217|GO:0072132|GO:0010629|GO:0010628|GO:0032993|GO:0005719|GO:0030331|GO:0016600|GO:0060066|GO:1904793|GO:0060982|GO:1904796|GO:0061154|GO:0001570|GO:1904798|GO:0060983|GO:0048617|GO:0060742|GO:0000122|GO:0010718|GO:0005923|GO:0005925|GO:0045595|GO:0001569|GO:0045596|GO:0043296|GO:0060070|GO:0030324|GO:0006351|GO:0060173|GO:0006355|GO:0009987|GO:0006357|GO:0030316|GO:0072033|GO:0031528|GO:0005813|GO:0046332|GO:0005938|GO:0016020|GO:0043065|GO:0031641|GO:0070411|GO:0019899	lung-associated mesenchyme development|negative regulation of angiogenesis|mesenchyme development|Scrib-APC-beta-catenin complex|RNA polymerase II core promoter sequence-specific DNA binding|RNA polymerase II proximal promoter sequence-specific DNA binding|double-stranded DNA binding|hair cycle process|positive regulation of DNA binding transcription factor activity|skin development|nuclear transcription factor complex|regulation of timing of anagen|negative regulation of transcription, DNA-templated|synaptic vesicle transport|in utero embryonic development|kidney development|positive regulation of transcription, DNA-templated|protein heterodimerization activity|gastrulation with mouth forming second|vasculature development|embryonic brain development|endoderm formation|cell fate specification|regulation of histone demethylase activity (H3-K4 specific)|cell fate determination|lamellipodium|regulation of centromeric sister chromatid cohesion|protein kinase binding|protein phosphatase binding|chemical synaptic transmission|negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis|protein complex|positive regulation of chromatin-mediated maintenance of transcription|canonical Wnt signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation|ion channel binding|ventricular compact myocardium morphogenesis|plasma membrane|lung cell differentiation|nucleus|Z disc|metanephros morphogenesis|protein binding|regulation of protein localization to cell surface|endodermal cell fate commitment|mesenchymal cell proliferation involved in lung development|cellular response to growth factor stimulus|cellular protein localization|positive regulation of I-kappaB kinase/NF-kappaB signaling|transcription regulatory region DNA binding|canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition|positive regulation of osteoblast differentiation|neuron projection|canonical Wnt signaling pathway involved in negative regulation of apoptotic process|regulation of osteoblast differentiation|dorsal root ganglion development|extracellular exosome|cardiac vascular smooth muscle cell differentiation|regulation of osteoclast differentiation|negative regulation of osteoclast differentiation|renal system development|nuclear hormone receptor binding|positive regulation of determination of dorsal identity|kinase binding|ionotropic glutamate receptor binding|T cell differentiation in thymus|lung induction|cranial skeletal system development|chromatin binding|intracellular|DNA binding|cellular response to mechanical stimulus|cytoskeleton|cytoplasm|cellular response to insulin-like growth factor stimulus|positive regulation of DNA-templated transcription, initiation|cell-cell adhesion|negative regulation of apoptotic signaling pathway|cell periphery|trachea formation|epithelial tube branching involved in lung morphogenesis|lateral plasma membrane|protein C-terminus binding|regulation of chromatin-mediated maintenance of transcription|protein heterooligomerization|positive regulation of endothelial cell differentiation|alpha-catenin binding|transcription factor complex|skeletal system development|apical part of cell|cadherin binding|beta-catenin-TCF7L2 complex|morphogenesis of embryonic epithelium|nitric-oxide synthase binding|stem cell population maintenance|neuron differentiation|positive regulation of neuroblast proliferation|positive regulation of mesenchymal cell proliferation|trachea morphogenesis|positive regulation of heparan sulfate proteoglycan biosynthetic process|midbrain dopaminergic neuron differentiation|regulation of secondary heart field cardioblast proliferation|negative regulation of mitotic cell cycle, embryonic|positive regulation of telomerase activity|cellular response to indole-3-methanol|regulation of epithelial cell differentiation|RNA polymerase II transcription factor binding|positive regulation of epithelial cell differentiation|regulation of gene expression|response to estradiol|intercalated disc|cell junction|basolateral plasma membrane|response to cytokine|Wnt signalosome|cranial ganglion development|nervous system development|positive regulation of fibroblast growth factor receptor signaling pathway|cell adhesion|odontogenesis of dentin-containing tooth|ectoderm development|neural plate development|histone methyltransferase binding|cell projection membrane|pancreas development|beta-catenin-TCF complex|cell-matrix adhesion|embryonic skeletal limb joint morphogenesis|regulation of T cell proliferation|Schwann cell proliferation|sympathetic ganglion development|cell maturation|negative regulation of neuron death|transcription factor binding|embryonic heart tube development|regulation of cell proliferation|perinuclear region of cytoplasm|repressing transcription factor binding|oocyte development|cell differentiation|positive regulation of telomere maintenance via telomerase|negative regulation of chondrocyte differentiation|disordered domain specific binding|response to estrogen|dorsal/ventral axis specification|animal organ development|positive regulation of epithelial cell proliferation involved in prostate gland development|embryonic axis specification|central nervous system vasculogenesis|lens morphogenesis in camera-type eye|proximal/distal pattern formation|dorsal/ventral pattern formation|anterior/posterior axis specification|positive regulation of skeletal muscle tissue development|dendritic shaft|positive regulation of branching involved in lung morphogenesis|cell morphogenesis involved in differentiation|regulation of nephron tubule epithelial cell differentiation|renal outer medulla development|adherens junction|renal inner medulla development|cell-cell junction|cell-cell adherens junction|male genitalia development|neuron projection extension|fascia adherens|hair follicle morphogenesis|adherens junction assembly|chromatin-mediated maintenance of transcription|cell proliferation|layer formation in cerebral cortex|adherens junction organization|regulation of calcium ion import|negative regulation of cell proliferation|hemopoiesis|positive regulation of cell proliferation|fungiform papilla formation|hair follicle placode formation|positive regulation of transcription from RNA polymerase II promoter|positive regulation of neuron apoptotic process|thymus development|heart development|regulation of smooth muscle cell proliferation|neuron migration|DNA binding transcription factor activity|smooth muscle cell differentiation|negative regulation of protein sumoylation|positive regulation of MAPK cascade|glial cell fate determination|beta-catenin destruction complex|regulation of centriole-centriole cohesion|nuclear membrane|transcription coactivator activity|branching involved in ureteric bud morphogenesis|nephron tubule formation|catenin complex|catenin-TCF7L2 complex|protein localization to cell surface|synapse|negative regulation of oxidative stress-induced neuron death|negative regulation of oligodendrocyte differentiation|RNA polymerase II activating transcription factor binding|embryonic digit morphogenesis|midbrain development|forebrain development|hindbrain development|bone resorption|cytosol|Wnt signaling pathway|protein complex binding|regulation of histone H3-K4 methylation|embryonic forelimb morphogenesis|embryonic hindlimb morphogenesis|genitalia morphogenesis|synapse organization|regulation of apoptotic process|signal transducer activity|cardiac muscle cell proliferation|T cell differentiation|mesenchyme morphogenesis|negative regulation of gene expression|positive regulation of gene expression|protein-DNA complex|nuclear euchromatin|estrogen receptor binding|flotillin complex|oviduct development|regulation of euchromatin binding|coronary artery morphogenesis|regulation of core promoter binding|endothelial tube morphogenesis|vasculogenesis|positive regulation of core promoter binding|epicardium-derived cardiac vascular smooth muscle cell differentiation|embryonic foregut morphogenesis|epithelial cell differentiation involved in prostate gland development|negative regulation of transcription from RNA polymerase II promoter|positive regulation of epithelial to mesenchymal transition|bicellular tight junction|focal adhesion|regulation of cell differentiation|branching involved in blood vessel morphogenesis|negative regulation of cell differentiation|apical junction complex|canonical Wnt signaling pathway|lung development|transcription, DNA-templated|limb development|regulation of transcription, DNA-templated|cellular process|regulation of transcription from RNA polymerase II promoter|osteoclast differentiation|renal vesicle formation|microvillus membrane|centrosome|SMAD binding|cell cortex|membrane|positive regulation of apoptotic process|regulation of myelination|I-SMAD binding|enzyme binding	beta catenin|beta-catenin|Catnb	protein
MGI:MGI:3527438	Taar7b	GO:0004930|GO:0007186|GO:0007165|GO:0016020|GO:0016021|GO:0001594|GO:0004871|GO:0005886|GO:0008227	G-protein coupled receptor activity|G-protein coupled receptor signaling pathway|signal transduction|membrane|integral component of membrane|trace-amine receptor activity|signal transducer activity|plasma membrane|G-protein coupled amine receptor activity	LOC209517	protein
MGI:MGI:3527427	Taar3	GO:0004930|GO:0007606|GO:0007186|GO:0007165|GO:0016020|GO:0016021|GO:0001594|GO:0004871|GO:0005886|GO:0008227	G-protein coupled receptor activity|sensory perception of chemical stimulus|G-protein coupled receptor signaling pathway|signal transduction|membrane|integral component of membrane|trace-amine receptor activity|signal transducer activity|plasma membrane|G-protein coupled amine receptor activity		protein
MGI:MGI:88294	Cacna1s	GO:0016529|GO:0005891|GO:0006941|GO:0043501|GO:0007528|GO:0006811|GO:0001501|GO:0048741|GO:0006936|GO:0042383|GO:0006816|GO:0034765|GO:0070588|GO:0031674|GO:0055085|GO:0008331|GO:0005262|GO:0055001|GO:0007520|GO:0002074|GO:0005244|GO:0007029|GO:0005245|GO:0006810|GO:0005886|GO:0005216|GO:0030315|GO:0005516|GO:0005737|GO:0046872|GO:0007519|GO:0016020|GO:0016021|GO:0086010	sarcoplasmic reticulum|voltage-gated calcium channel complex|striated muscle contraction|skeletal muscle adaptation|neuromuscular junction development|ion transport|skeletal system development|skeletal muscle fiber development|muscle contraction|sarcolemma|calcium ion transport|regulation of ion transmembrane transport|calcium ion transmembrane transport|I band|transmembrane transport|high voltage-gated calcium channel activity|calcium channel activity|muscle cell development|myoblast fusion|extraocular skeletal muscle development|voltage-gated ion channel activity|endoplasmic reticulum organization|voltage-gated calcium channel activity|transport|plasma membrane|ion channel activity|T-tubule|calmodulin binding|cytoplasm|metal ion binding|skeletal muscle tissue development|membrane|integral component of membrane|membrane depolarization during action potential	Cav1.1|Cchl1a3|DHPR alpha1s|fmd|mdg|muscle dysgenesis|sj	protein
MGI:MGI:1919686	Tbcd	GO:0016328|GO:0007021|GO:0005096|GO:0007023|GO:0048667|GO:0000226|GO:0006457|GO:0000278|GO:0005886|GO:0043547|GO:0005874|GO:0005813|GO:0005912|GO:0005923|GO:0005856|GO:0005737|GO:0048487|GO:0016020|GO:0070830|GO:0030054|GO:0034333|GO:0031115	lateral plasma membrane|tubulin complex assembly|GTPase activator activity|post-chaperonin tubulin folding pathway|cell morphogenesis involved in neuron differentiation|microtubule cytoskeleton organization|protein folding|mitotic cell cycle|plasma membrane|positive regulation of GTPase activity|microtubule|centrosome|adherens junction|bicellular tight junction|cytoskeleton|cytoplasm|beta-tubulin binding|membrane|bicellular tight junction assembly|cell junction|adherens junction assembly|negative regulation of microtubule polymerization	2310057L06Rik|A030005L14Rik	protein
MGI:MGI:1919684	Lypd3	GO:0007160|GO:0005615|GO:0006928|GO:0016020|GO:0016021|GO:0043236|GO:0005886|GO:0031225	cell-matrix adhesion|extracellular space|movement of cell or subcellular component|membrane|integral component of membrane|laminin binding|plasma membrane|anchored component of membrane	2310061G07Rik|C4.4A	protein
MGI:MGI:99879	Prkd1	GO:0089700|GO:0038033|GO:0034198|GO:0046777|GO:0005794|GO:0051092|GO:0045766|GO:0006954|GO:0006915|GO:0005829|GO:0010976|GO:0035556|GO:0033138|GO:0004672|GO:0007265|GO:0004674|GO:0000421|GO:0002376|GO:0005886|GO:0005634|GO:0010508|GO:0048010|GO:0005515|GO:0005911|GO:0046872|GO:0071447|GO:0032793|GO:0018105|GO:0018107|GO:0007030|GO:0007399|GO:0043123|GO:0060548|GO:0042993|GO:0006468|GO:0045669|GO:0045944|GO:0000166|GO:0005524|GO:0005802|GO:0001525|GO:0010837|GO:2001028|GO:0016310|GO:0010595|GO:0042802|GO:0050829|GO:0043536|GO:0004697|GO:0051279|GO:1901727|GO:0031647|GO:0005737|GO:0005938|GO:0045087|GO:0016020|GO:0030154|GO:0034599|GO:0001938|GO:0035924|GO:0016740|GO:0016301|GO:0048193	protein kinase D signaling|positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway|cellular response to amino acid starvation|protein autophosphorylation|Golgi apparatus|positive regulation of NF-kappaB transcription factor activity|positive regulation of angiogenesis|inflammatory response|apoptotic process|cytosol|positive regulation of neuron projection development|intracellular signal transduction|positive regulation of peptidyl-serine phosphorylation|protein kinase activity|Ras protein signal transduction|protein serine/threonine kinase activity|autophagosome membrane|immune system process|plasma membrane|nucleus|positive regulation of autophagy|vascular endothelial growth factor receptor signaling pathway|protein binding|cell-cell junction|metal ion binding|cellular response to hydroperoxide|positive regulation of CREB transcription factor activity|peptidyl-serine phosphorylation|peptidyl-threonine phosphorylation|Golgi organization|nervous system development|positive regulation of I-kappaB kinase/NF-kappaB signaling|negative regulation of cell death|positive regulation of transcription factor import into nucleus|protein phosphorylation|positive regulation of osteoblast differentiation|positive regulation of transcription from RNA polymerase II promoter|nucleotide binding|ATP binding|trans-Golgi network|angiogenesis|regulation of keratinocyte proliferation|positive regulation of endothelial cell chemotaxis|phosphorylation|positive regulation of endothelial cell migration|identical protein binding|defense response to Gram-negative bacterium|positive regulation of blood vessel endothelial cell migration|protein kinase C activity|regulation of release of sequestered calcium ion into cytosol|positive regulation of histone deacetylase activity|regulation of protein stability|cytoplasm|cell cortex|innate immune response|membrane|cell differentiation|cellular response to oxidative stress|positive regulation of endothelial cell proliferation|cellular response to vascular endothelial growth factor stimulus|transferase activity|kinase activity|Golgi vesicle transport	Pkcm|PKD1|Prkcm	protein
MGI:MGI:99878	Ppm1a	GO:0008022|GO:0005891|GO:0043123|GO:0043169|GO:0043124|GO:0043005|GO:0000287|GO:0003824|GO:0045893|GO:0005829|GO:0016055|GO:0030145|GO:0016311|GO:0010991|GO:0035970|GO:0033192|GO:0046827|GO:0006470|GO:0004871|GO:0005886|GO:0006499|GO:0042347|GO:0004722|GO:0030514|GO:0004721|GO:0005634|GO:0071560|GO:0005737|GO:0046872|GO:0016020|GO:0070412|GO:0030177|GO:0030512|GO:0016787	protein C-terminus binding|voltage-gated calcium channel complex|positive regulation of I-kappaB kinase/NF-kappaB signaling|cation binding|negative regulation of I-kappaB kinase/NF-kappaB signaling|neuron projection|magnesium ion binding|catalytic activity|positive regulation of transcription, DNA-templated|cytosol|Wnt signaling pathway|manganese ion binding|dephosphorylation|negative regulation of SMAD protein complex assembly|peptidyl-threonine dephosphorylation|calmodulin-dependent protein phosphatase activity|positive regulation of protein export from nucleus|protein dephosphorylation|signal transducer activity|plasma membrane|N-terminal protein myristoylation|negative regulation of NF-kappaB import into nucleus|protein serine/threonine phosphatase activity|negative regulation of BMP signaling pathway|phosphoprotein phosphatase activity|nucleus|cellular response to transforming growth factor beta stimulus|cytoplasm|metal ion binding|membrane|R-SMAD binding|positive regulation of Wnt signaling pathway|negative regulation of transforming growth factor beta receptor signaling pathway|hydrolase activity	2310003C21Rik|2900017D14Rik|MMPa-2|MPPa-1|Mpp alpha	protein
MGI:MGI:1924337	Ankrd11	GO:0035264|GO:0042475|GO:0060323|GO:0048705|GO:0003674|GO:0005886|GO:0060325|GO:0005654|GO:0060348|GO:0001894|GO:0005634|GO:0001701|GO:0005829	multicellular organism growth|odontogenesis of dentin-containing tooth|head morphogenesis|skeletal system morphogenesis|molecular_function|plasma membrane|face morphogenesis|nucleoplasm|bone development|tissue homeostasis|nucleus|in utero embryonic development|cytosol	2410104C19Rik|3010027A04Rik|9530048I21Rik|Yod	protein
MGI:MGI:99844	Gem	GO:0007165|GO:1901842|GO:0000278|GO:0005886|GO:0009898|GO:0000166|GO:0000287|GO:0005525|GO:0005634|GO:0051233|GO:0051310|GO:0005515|GO:0072686|GO:0051276|GO:0003924|GO:0016020|GO:0019003|GO:0030496	signal transduction|negative regulation of high voltage-gated calcium channel activity|mitotic cell cycle|plasma membrane|cytoplasmic side of plasma membrane|nucleotide binding|magnesium ion binding|GTP binding|nucleus|spindle midzone|metaphase plate congression|protein binding|mitotic spindle|chromosome organization|GTPase activity|membrane|GDP binding|midbody		protein
MGI:MGI:99842	Htr1f	GO:0007193|GO:0051378|GO:0004930|GO:0005887|GO:0007186|GO:0007165|GO:0016020|GO:0016021|GO:0030594|GO:0004993|GO:0004871|GO:0005886	adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway|serotonin binding|G-protein coupled receptor activity|integral component of plasma membrane|G-protein coupled receptor signaling pathway|signal transduction|membrane|integral component of membrane|neurotransmitter receptor activity|G-protein coupled serotonin receptor activity|signal transducer activity|plasma membrane	Htr1eb	protein
MGI:MGI:99841	Htr7	GO:0007192|GO:0007198|GO:0008021|GO:0014063|GO:0005791|GO:0007210|GO:0042310|GO:0043025|GO:0007613|GO:0004930|GO:0030425|GO:0006939|GO:0048266|GO:0010976|GO:0060291|GO:0014832|GO:0007186|GO:0060073|GO:0007165|GO:0007268|GO:0042322|GO:0004993|GO:0007623|GO:0004871|GO:0005886|GO:0043679|GO:0051378|GO:0051412|GO:0071542|GO:0016020|GO:0016021|GO:0030594|GO:0050966	adenylate cyclase-activating serotonin receptor signaling pathway|adenylate cyclase-inhibiting serotonin receptor signaling pathway|synaptic vesicle|negative regulation of serotonin secretion|rough endoplasmic reticulum|serotonin receptor signaling pathway|vasoconstriction|neuronal cell body|memory|G-protein coupled receptor activity|dendrite|smooth muscle contraction|behavioral response to pain|positive regulation of neuron projection development|long-term synaptic potentiation|urinary bladder smooth muscle contraction|G-protein coupled receptor signaling pathway|micturition|signal transduction|chemical synaptic transmission|negative regulation of circadian sleep/wake cycle, REM sleep|G-protein coupled serotonin receptor activity|circadian rhythm|signal transducer activity|plasma membrane|axon terminus|serotonin binding|response to corticosterone|dopaminergic neuron differentiation|membrane|integral component of membrane|neurotransmitter receptor activity|detection of mechanical stimulus involved in sensory perception of pain	5-HT7	protein
MGI:MGI:1095438	Slc2a2	GO:0055085|GO:0070837|GO:0022857|GO:0055056|GO:0008643|GO:0005158|GO:0009758|GO:0005355|GO:0006810|GO:0005215|GO:0005886|GO:0005768|GO:0005911|GO:0031526|GO:0005903|GO:0005737|GO:0016020|GO:0016021|GO:0005829|GO:0033300|GO:0015758|GO:0016323|GO:0016324	transmembrane transport|dehydroascorbic acid transport|transmembrane transporter activity|D-glucose transmembrane transporter activity|carbohydrate transport|insulin receptor binding|carbohydrate utilization|glucose transmembrane transporter activity|transport|transporter activity|plasma membrane|endosome|cell-cell junction|brush border membrane|brush border|cytoplasm|membrane|integral component of membrane|cytosol|dehydroascorbic acid transmembrane transporter activity|glucose transport|basolateral plasma membrane|apical plasma membrane	Glut2|Glut-2|liver-type glucose transporter	protein
MGI:MGI:1919643	Faim2	GO:1902042|GO:0021702|GO:0021549|GO:0005783|GO:0005794|GO:0045202|GO:0043523|GO:0005886|GO:0043524|GO:0021680|GO:0021681|GO:0002931|GO:0005515|GO:0045211|GO:0006915|GO:0016020|GO:0045121|GO:0016021|GO:0030054|GO:2001234	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors|cerebellar Purkinje cell differentiation|cerebellum development|endoplasmic reticulum|Golgi apparatus|synapse|regulation of neuron apoptotic process|plasma membrane|negative regulation of neuron apoptotic process|cerebellar Purkinje cell layer development|cerebellar granular layer development|response to ischemia|protein binding|postsynaptic membrane|apoptotic process|membrane|membrane raft|integral component of membrane|cell junction|negative regulation of apoptotic signaling pathway	2900002L20Rik|Lfg|lifeguard|NMP25|Tmbim2	protein
MGI:MGI:106581	Tsg101	GO:0007050|GO:0007175|GO:0000813|GO:0015031|GO:0042059|GO:0045892|GO:0005829|GO:2000397|GO:0032403|GO:1903774|GO:1903772|GO:0048524|GO:1990182|GO:0006810|GO:0040008|GO:0005886|GO:0046790|GO:0005634|GO:0030216|GO:0005515|GO:0031625|GO:0001558|GO:0043162|GO:0030374|GO:0043405|GO:1903543|GO:0008285|GO:0005770|GO:0006464|GO:0046755|GO:0005730|GO:0051301|GO:0006858|GO:0005769|GO:0005768|GO:0070062|GO:0043130|GO:0016032|GO:0042803|GO:1903551|GO:1902188|GO:0048306|GO:0008333|GO:0006513|GO:0007049|GO:0005856|GO:0003714|GO:0005737|GO:0016020|GO:0030154|GO:0010008	cell cycle arrest|negative regulation of epidermal growth factor-activated receptor activity|ESCRT I complex|protein transport|negative regulation of epidermal growth factor receptor signaling pathway|negative regulation of transcription, DNA-templated|cytosol|positive regulation of ubiquitin-dependent endocytosis|protein complex binding|positive regulation of viral budding via host ESCRT complex|regulation of viral budding via host ESCRT complex|positive regulation of viral process|exosomal secretion|transport|regulation of growth|plasma membrane|virion binding|nucleus|keratinocyte differentiation|protein binding|ubiquitin protein ligase binding|regulation of cell growth|ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway|ligand-dependent nuclear receptor transcription coactivator activity|regulation of MAP kinase activity|positive regulation of exosomal secretion|negative regulation of cell proliferation|late endosome|cellular protein modification process|viral budding|nucleolus|cell division|extracellular transport|early endosome|endosome|extracellular exosome|ubiquitin binding|viral process|protein homodimerization activity|regulation of extracellular exosome assembly|positive regulation of viral release from host cell|calcium-dependent protein binding|endosome to lysosome transport|protein monoubiquitination|cell cycle|cytoskeleton|transcription corepressor activity|cytoplasm|membrane|cell differentiation|endosome membrane	CC2	protein
MGI:MGI:2670976	Fez1	GO:0007411|GO:0045666|GO:0005794|GO:0043025|GO:0042995|GO:0005874|GO:0030426|GO:0030425|GO:0070584|GO:0010976|GO:0030424|GO:0005080|GO:0061881|GO:0043015|GO:0006810|GO:1902902|GO:0005886|GO:0051654|GO:0005813|GO:0005515|GO:0005856|GO:0005737|GO:0005739|GO:0016020|GO:0047485|GO:0030010	axon guidance|positive regulation of neuron differentiation|Golgi apparatus|neuronal cell body|cell projection|microtubule|growth cone|dendrite|mitochondrion morphogenesis|positive regulation of neuron projection development|axon|protein kinase C binding|positive regulation of anterograde axonal transport of mitochondrion|gamma-tubulin binding|transport|negative regulation of autophagosome assembly|plasma membrane|establishment of mitochondrion localization|centrosome|protein binding|cytoskeleton|cytoplasm|mitochondrion|membrane|protein N-terminus binding|establishment of cell polarity	UNC76|UNC-76	protein
MGI:MGI:2685024	Tmem231	GO:0060563|GO:0060271|GO:0032880|GO:0030030|GO:0007224|GO:0042995|GO:0005886|GO:0042733|GO:0005515|GO:0001701|GO:0001944|GO:0016020|GO:0043010|GO:0005929|GO:0016021|GO:0060170|GO:0035869|GO:0036038	neuroepithelial cell differentiation|cilium assembly|regulation of protein localization|cell projection organization|smoothened signaling pathway|cell projection|plasma membrane|embryonic digit morphogenesis|protein binding|in utero embryonic development|vasculature development|membrane|camera-type eye development|cilium|integral component of membrane|ciliary membrane|ciliary transition zone|MKS complex	4932417I16Rik	protein
MGI:MGI:1917997	Tspan2	GO:0048709|GO:0014002|GO:0061564|GO:0043209|GO:0007166|GO:0042552|GO:0003674|GO:0005886|GO:0005887|GO:0006954|GO:0016020|GO:0016021|GO:0014005	oligodendrocyte differentiation|astrocyte development|axon development|myelin sheath|cell surface receptor signaling pathway|myelination|molecular_function|plasma membrane|integral component of plasma membrane|inflammatory response|membrane|integral component of membrane|microglia development	6330415F13Rik|B230119D02Rik	protein
MGI:MGI:107496	Prol1	GO:0005515|GO:0016020|GO:0005886	protein binding|membrane|plasma membrane	Muc10	protein
